Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_pea_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-446652,"Interleukin-1 family signaling",13,167,0.011483977444643103,0.3376301609509983,0.7367084347793093,36,80,0.005918910920390648,-1.0,9606,Homo sapiens,"Q14116;Q9HB29;Q9Y6K9;O95998;Q15109;P29350;P14778;P05067;Q01638;P18510;P27930","","R-HSA-9008587;R-HSA-446862;R-HSA-6797293;R-HSA-8848395;R-HSA-168140;R-HSA-8940998;R-HSA-8848392;R-HSA-446868;R-HSA-450133;R-HSA-5609665;R-HSA-9007901;R-HSA-446684;R-HSA-448603;R-HSA-446694;R-HSA-446692;R-HSA-449058;R-HSA-168166;R-HSA-5684275;R-HSA-446894;R-HSA-446701;R-HSA-446634;R-HSA-451561;R-HSA-9681763;R-HSA-448629;R-HSA-446130;R-HSA-8848370;R-HSA-9008894;R-HSA-448703;R-HSA-168184;R-HSA-445757;R-HSA-8848316;R-HSA-5684267;R-HSA-8848314;R-HSA-445752;R-HSA-446648;R-HSA-445753"
R-HSA-163560,"Triglyceride catabolism",3,42,0.0028881859441617385,0.338242394467544,0.7367084347793093,5,17,0.0012577685705830127,-1.0,9606,Homo sapiens,"P51161;P12104;P15090","","R-HSA-163402;R-HSA-163432;R-HSA-5334794;R-HSA-163551;R-HSA-163549"
R-HSA-8979227,"Triglyceride metabolism",3,66,0.0045385779122541605,0.338242394467544,0.7367084347793093,5,24,0.0017756732761171944,-1.0,9606,Homo sapiens,"P51161;P12104;P15090","","R-HSA-163402;R-HSA-163432;R-HSA-5334794;R-HSA-163551;R-HSA-163549"
R-HSA-2980736,"Peptide hormone metabolism",14,127,0.008733324164489065,0.3392370237105603,0.7370770369185653,25,63,0.004661142349807635,1.0,9606,Homo sapiens,"P27487;P01241;P07339;P55103;Q9UBU3;Q9BYF1;P15144;P15086;Q9UBR2;P01215;P00797;P01222;P41159","","R-HSA-9023627;R-HSA-9023626;R-HSA-422021;R-HSA-422017;R-HSA-9023617;R-HSA-378956;R-HSA-9023619;R-HSA-378952;R-HSA-422088;R-HSA-2022412;R-HSA-2065357;R-HSA-383313;R-HSA-9023633;R-HSA-2028294;R-HSA-9023632;R-HSA-378975;R-HSA-2022403;R-HSA-422104;R-HSA-422051;R-HSA-422048;R-HSA-378978;R-HSA-2022393;R-HSA-2022381;R-HSA-2022378;R-HSA-2022379"
R-HSA-448424,"Interleukin-17 signaling",2,77,0.00529500756429652,0.3403239147508649,0.7376438249333066,7,35,0.0025895235276709085,-1.0,9606,Homo sapiens,"Q9Y6K9;Q96F46","","R-HSA-447219;R-HSA-5684275;R-HSA-5678544;R-HSA-450337;R-HSA-447246;R-HSA-450346;R-HSA-5684267"
R-HSA-8941333,"RUNX2 regulates genes involved in differentiation of myeloid cells",1,6,4.125979920231055E-4,0.3423877158281531,0.7385319570882626,1,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P17931","","R-HSA-8938382"
R-HSA-8939246,"RUNX1 regulates transcription of genes involved in differentiation of myeloid cells",1,11,7.564296520423601E-4,0.3423877158281531,0.7385319570882626,1,7,5.179047055341817E-4,-1.0,9606,Homo sapiens,"P17931","","R-HSA-8938382"
R-HSA-9664422,"FCGR3A-mediated phagocytosis",2,157,0.010796314124604594,0.3464777816277125,0.7409241865881331,12,27,0.0019976324356318436,1.0,9606,Homo sapiens,"P12931;P0DOY2","","R-HSA-9664275;R-HSA-9666435;R-HSA-9666433;R-HSA-9664273;R-HSA-9664406;R-HSA-9664261;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9664397;R-HSA-9666428"
R-HSA-9664417,"Leishmania phagocytosis",2,157,0.010796314124604594,0.3464777816277125,0.7409241865881331,12,27,0.0019976324356318436,1.0,9606,Homo sapiens,"P12931;P0DOY2","","R-HSA-9664275;R-HSA-9666435;R-HSA-9666433;R-HSA-9664273;R-HSA-9664406;R-HSA-9664261;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9664397;R-HSA-9666428"
R-HSA-9664407,"Parasite infection",2,157,0.010796314124604594,0.3464777816277125,0.7409241865881331,12,27,0.0019976324356318436,1.0,9606,Homo sapiens,"P12931;P0DOY2","","R-HSA-9664275;R-HSA-9666435;R-HSA-9666433;R-HSA-9664273;R-HSA-9664406;R-HSA-9664261;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9664397;R-HSA-9666428"
R-HSA-2022090,"Assembly of collagen fibrils and other multimeric structures",7,67,0.004607344244258012,0.34718806762820853,0.7409241865881331,17,26,0.0019236460491269607,1.0,9606,Homo sapiens,"P02452;P07711;P14780;P39060;P08254;Q15113;P09237","","R-HSA-2395302;R-HSA-2022141;R-HSA-2395340;R-HSA-1474266;R-HSA-2396234;R-HSA-2213201;R-HSA-2213200;R-HSA-2395223;R-HSA-2243926;R-HSA-2213205;R-HSA-2395314;R-HSA-2395324;R-HSA-2243931;R-HSA-2002466;R-HSA-2395257;R-HSA-2395322;R-HSA-2250301"
R-HSA-977225,"Amyloid fiber formation",5,89,0.006120203548342732,0.3494562215296947,0.7409241865881331,9,33,0.0024415507546611424,1.0,9606,Homo sapiens,"Q15582;P05067;P98160;Q08431;P01034","","R-HSA-976734;R-HSA-8871494;R-HSA-9010091;R-HSA-6783332;R-HSA-8871506;R-HSA-9010096;R-HSA-5692495;R-HSA-9010034;R-HSA-977136"
R-HSA-432722,"Golgi Associated Vesicle Biogenesis",4,61,0.004194746252234906,0.3499690370234686,0.7409241865881331,5,7,5.179047055341817E-4,-1.0,9606,Homo sapiens,"P11717;Q8NBS9;Q99523;P02786","","R-HSA-421831;R-HSA-429815;R-HSA-421836;R-HSA-421835;R-HSA-421833"
R-HSA-8936459,"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function",1,78,0.005363773896300371,0.35103105924359923,0.7409241865881331,1,33,0.0024415507546611424,-1.0,9606,Homo sapiens,"P07359","","R-HSA-8936628"
R-HSA-8964208,"Phenylalanine metabolism",2,27,0.0018566909641039746,0.35171177866782555,0.7409241865881331,2,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"P09417;Q16773","","R-HSA-893593;R-HSA-71130"
R-HSA-8963691,"Phenylalanine and tyrosine metabolism",2,43,0.002956952276165589,0.35171177866782555,0.7409241865881331,2,12,8.878366380585972E-4,-1.0,9606,Homo sapiens,"P09417;Q16773","","R-HSA-893593;R-HSA-71130"
R-HSA-375276,"Peptide ligand-binding receptors",13,203,0.013959565396781736,0.3595820725572555,0.7409241865881331,12,76,0.0056229653743711154,1.0,9606,Homo sapiens,"P47992;P10147;P13501;O00585;P13500;Q9UBU3;P09341;Q92583;Q9H2A7;O15467;P05067;P25116;P22466","","R-HSA-373061;R-HSA-373813;R-HSA-947647;R-HSA-389463;R-HSA-373073;R-HSA-443986;R-HSA-389026;R-HSA-373071;R-HSA-373358;R-HSA-443978;R-HSA-391913;R-HSA-373339"
R-HSA-1566948,"Elastic fibre formation",4,46,0.003163251272177142,0.3609395122003225,0.7409241865881331,9,17,0.0012577685705830127,1.0,9606,Homo sapiens,"P08648;P05556;Q13361;Q12805","","R-HSA-2161282;R-HSA-2328048;R-HSA-2328037;R-HSA-2129353;R-HSA-2129385;R-HSA-2396029;R-HSA-1592387;R-HSA-2395320;R-HSA-2129375"
R-HSA-5626978,"TNFR1-mediated ceramide production",1,6,4.125979920231055E-4,0.36382642382553587,0.7409241865881331,3,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"P19438","","R-HSA-5626981;R-HSA-5626982;R-HSA-5626988"
R-HSA-5357786,"TNFR1-induced proapoptotic signaling",1,14,9.627286480539128E-4,0.36382642382553587,0.7409241865881331,1,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"P19438","","R-HSA-83582"
R-HSA-2644607,"Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling",1,6,4.125979920231055E-4,0.368499149915107,0.7409241865881331,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P46531","","R-HSA-2220978"
R-HSA-2644605,"FBXW7 Mutants and NOTCH1 in Cancer",1,6,4.125979920231055E-4,0.368499149915107,0.7409241865881331,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P46531","","R-HSA-2220978"
R-HSA-2660825,"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant",1,8,5.501306560308073E-4,0.368499149915107,0.7409241865881331,5,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P46531","","R-HSA-2660815;R-HSA-2660816;R-HSA-2660819;R-HSA-2666278;R-HSA-2660822"
R-HSA-2660826,"Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant",1,8,5.501306560308073E-4,0.368499149915107,0.7409241865881331,5,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P46531","","R-HSA-2660815;R-HSA-2660816;R-HSA-2660819;R-HSA-2666278;R-HSA-2660822"
R-HSA-2691230,"Signaling by NOTCH1 HD Domain Mutants in Cancer",1,16,0.0011002613120616146,0.368499149915107,0.7409241865881331,6,6,4.439183190292986E-4,1.0,9606,Homo sapiens,"P46531","","R-HSA-2691211;R-HSA-2691226;R-HSA-2691214;R-HSA-2730752;R-HSA-2737728;R-HSA-2691219"
R-HSA-2691232,"Constitutive Signaling by NOTCH1 HD Domain Mutants",1,16,0.0011002613120616146,0.368499149915107,0.7409241865881331,6,6,4.439183190292986E-4,1.0,9606,Homo sapiens,"P46531","","R-HSA-2691211;R-HSA-2691226;R-HSA-2691214;R-HSA-2730752;R-HSA-2737728;R-HSA-2691219"
R-HSA-2644603,"Signaling by NOTCH1 in Cancer",1,68,0.004676110576261862,0.368499149915107,0.7409241865881331,39,39,0.002885469073690441,1.0,9606,Homo sapiens,"P46531","","R-HSA-2769000;R-HSA-2769007;R-HSA-2220964;R-HSA-2220967;R-HSA-2220966;R-HSA-2220971;R-HSA-2768993;R-HSA-2768999;R-HSA-2666278;R-HSA-2220976;R-HSA-2220979;R-HSA-2220978;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-2769008;R-HSA-2769015;R-HSA-2220988;R-HSA-2900748;R-HSA-2691211;R-HSA-2900747;R-HSA-2691214;R-HSA-2660815;R-HSA-2730752;R-HSA-2737728;R-HSA-4396393;R-HSA-2900743;R-HSA-4396392;R-HSA-2900765;R-HSA-2220944;R-HSA-4396402;R-HSA-4396401;R-HSA-2691226;R-HSA-2900756;R-HSA-2660816;R-HSA-2691219;R-HSA-2660819;R-HSA-2220957;R-HSA-2660822"
R-HSA-2644602,"Signaling by NOTCH1 PEST Domain Mutants in Cancer",1,68,0.004676110576261862,0.368499149915107,0.7409241865881331,21,21,0.0015537141166025452,1.0,9606,Homo sapiens,"P46531","","R-HSA-2769000;R-HSA-2769007;R-HSA-2220964;R-HSA-2220967;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-2768993;R-HSA-4396392;R-HSA-2768999;R-HSA-2220944;R-HSA-4396402;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-2769008;R-HSA-2220957;R-HSA-2769015;R-HSA-2220988"
R-HSA-2644606,"Constitutive Signaling by NOTCH1 PEST Domain Mutants",1,68,0.004676110576261862,0.368499149915107,0.7409241865881331,21,21,0.0015537141166025452,1.0,9606,Homo sapiens,"P46531","","R-HSA-2769000;R-HSA-2769007;R-HSA-2220964;R-HSA-2220967;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-2768993;R-HSA-4396392;R-HSA-2768999;R-HSA-2220944;R-HSA-4396402;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-2769008;R-HSA-2220957;R-HSA-2769015;R-HSA-2220988"
R-HSA-2894858,"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer",1,68,0.004676110576261862,0.368499149915107,0.7409241865881331,21,21,0.0015537141166025452,1.0,9606,Homo sapiens,"P46531","","R-HSA-2900748;R-HSA-2220964;R-HSA-2220967;R-HSA-2900747;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-2900743;R-HSA-4396392;R-HSA-2220976;R-HSA-2900765;R-HSA-4396402;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220982;R-HSA-2900756;R-HSA-2220985;R-HSA-2220957;R-HSA-2769015;R-HSA-2220988"
R-HSA-2894862,"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants",1,68,0.004676110576261862,0.368499149915107,0.7409241865881331,21,21,0.0015537141166025452,1.0,9606,Homo sapiens,"P46531","","R-HSA-2900748;R-HSA-2220964;R-HSA-2220967;R-HSA-2900747;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-2900743;R-HSA-4396392;R-HSA-2220976;R-HSA-2900765;R-HSA-4396402;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220982;R-HSA-2900756;R-HSA-2220985;R-HSA-2220957;R-HSA-2769015;R-HSA-2220988"
R-HSA-2122947,"NOTCH1 Intracellular Domain Regulates Transcription",1,57,0.003919680924219502,0.368499149915107,0.7409241865881331,16,18,0.0013317549570878958,1.0,9606,Homo sapiens,"P46531","","R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1912396;R-HSA-1852623;R-HSA-1912393;R-HSA-1912394;R-HSA-4396347;R-HSA-4396379;R-HSA-1912388;R-HSA-1912391;R-HSA-9667657;R-HSA-1912385;R-HSA-1980067;R-HSA-4396382;R-HSA-1980065"
R-HSA-8941856,"RUNX3 regulates NOTCH signaling",1,16,0.0011002613120616146,0.368499149915107,0.7409241865881331,5,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P46531","","R-HSA-1980047;R-HSA-8878243;R-HSA-4396347;R-HSA-8878237;R-HSA-8878220"
R-HSA-210744,"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells",1,20,0.0013753266400770184,0.368499149915107,0.7409241865881331,1,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P46531","","R-HSA-1980047"
R-HSA-9013695,"NOTCH4 Intracellular Domain Regulates Transcription",1,26,0.0017879246321001237,0.368499149915107,0.7409241865881331,1,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P46531","","R-HSA-9604664"
R-HSA-9013694,"Signaling by NOTCH4",1,92,0.006326502544354284,0.368499149915107,0.7409241865881331,1,20,0.001479727730097662,1.0,9606,Homo sapiens,"P46531","","R-HSA-9604664"
R-HSA-186712,"Regulation of beta-cell development",1,67,0.004607344244258012,0.368499149915107,0.7409241865881331,1,26,0.0019236460491269607,1.0,9606,Homo sapiens,"P46531","","R-HSA-1980047"
R-HSA-9671793,"Diseases of hemostasis",3,21,0.0014440929720808693,0.37203769627313743,0.7409241865881331,3,18,0.0013317549570878958,-1.0,9606,Homo sapiens,"P07359;P03951;P04275","","R-HSA-9665809;R-HSA-9673223;R-HSA-9666383"
R-HSA-9651496,"Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)",3,21,0.0014440929720808693,0.37203769627313743,0.7409241865881331,3,18,0.0013317549570878958,-1.0,9606,Homo sapiens,"P07359;P03951;P04275","","R-HSA-9665809;R-HSA-9673223;R-HSA-9666383"
R-HSA-3906995,"Diseases associated with O-glycosylation of proteins",8,78,0.005363773896300371,0.3726336518893022,0.7409241865881331,6,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"Q9UM47;Q76LX8;Q9BUD6;Q14118;P46531;Q9HCB6;P35442;O43505","","R-HSA-5615556;R-HSA-5615604;R-HSA-6785668;R-HSA-5096538;R-HSA-6785565;R-HSA-5617096"
R-HSA-1980145,"Signaling by NOTCH2",2,38,0.002613120616146335,0.3727782799407371,0.7409241865881331,3,20,0.001479727730097662,1.0,9606,Homo sapiens,"Q12860;P06734","","R-HSA-2220816;R-HSA-2127285;R-HSA-2974731"
R-HSA-5683057,"MAPK family signaling cascades",21,380,0.026131206161463347,0.37491904828228684,0.7409241865881331,14,122,0.009026339153595738,-1.0,9606,Homo sapiens,"Q9GZV9;P09619;P30086;P10721;P12931;Q99075;P08581;P13591;Q02763;P04085;P01589;P01127;P21583;P00533;P05231;Q15389;P04792;P04275;P08887","","R-HSA-109857;R-HSA-5672980;R-HSA-109858;R-HSA-5672978;R-HSA-5687121;R-HSA-9657599;R-HSA-5675417;R-HSA-9657603;R-HSA-5672965;R-HSA-9657606;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-5672969"
R-HSA-1912420,"Pre-NOTCH Processing in Golgi",3,23,0.001581625636088571,0.375543361314998,0.7409241865881331,8,8,5.918910920390648E-4,1.0,9606,Homo sapiens,"Q9UM47;P46531;P15291","","R-HSA-1912382;R-HSA-1912379;R-HSA-1912378;R-HSA-1912372;R-HSA-1912374;R-HSA-1912369;R-HSA-1912352;R-HSA-1912355"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",3,113,0.007770595516435153,0.375543361314998,0.7409241865881331,15,38,0.0028114826871855577,1.0,9606,Homo sapiens,"Q9UM47;P46531;P15291","","R-HSA-1912349;R-HSA-1912412;R-HSA-1912415;R-HSA-9017835;R-HSA-1912382;R-HSA-1912409;R-HSA-1912379;R-HSA-1912378;R-HSA-1912372;R-HSA-1912374;R-HSA-1912369;R-HSA-1912353;R-HSA-1912352;R-HSA-1912416;R-HSA-1912355"
R-HSA-422475,"Axon guidance",17,584,0.04015953789024893,0.37585515848199813,0.7409241865881331,143,298,0.022047943178455164,1.0,9606,Homo sapiens,"P08648;P05556;Q12860;Q13740;O75326;P54760;Q14118;P12931;Q9Y6N7;O00533;P14780;P08581;P13591;P08253;O14786;P00533","","R-HSA-525833;R-HSA-9011083;R-HSA-3928633;R-HSA-3928632;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928624;R-HSA-3928631;R-HSA-3928628;R-HSA-3928617;R-HSA-3928623;R-HSA-3928610;R-HSA-8986258;R-HSA-3928615;R-HSA-3928614;R-HSA-3928612;R-HSA-3928602;R-HSA-3928601;R-HSA-3928600;R-HSA-400677;R-HSA-3928607;R-HSA-418850;R-HSA-416546;R-HSA-3928604;R-HSA-434990;R-HSA-3928595;R-HSA-3928594;R-HSA-416559;R-HSA-434989;R-HSA-3928592;R-HSA-418858;R-HSA-400682;R-HSA-3928598;R-HSA-418859;R-HSA-3928597;R-HSA-418856;R-HSA-422454;R-HSA-9010872;R-HSA-418868;R-HSA-3928584;R-HSA-3928591;R-HSA-416562;R-HSA-3928588;R-HSA-418865;R-HSA-399934;R-HSA-419646;R-HSA-3928578;R-HSA-399935;R-HSA-399933;R-HSA-447034;R-HSA-3928583;R-HSA-399930;R-HSA-418874;R-HSA-399931;R-HSA-399928;R-HSA-3928580;R-HSA-399942;R-HSA-399941;R-HSA-8855747;R-HSA-399939;R-HSA-376141;R-HSA-376140;R-HSA-399951;R-HSA-399946;R-HSA-399947;R-HSA-8985799;R-HSA-399944;R-HSA-204364;R-HSA-428885;R-HSA-376145;R-HSA-428883;R-HSA-399952;R-HSA-8985812;R-HSA-428888;R-HSA-375149;R-HSA-375148;R-HSA-8986083;R-HSA-3928657;R-HSA-375151;R-HSA-3928656;R-HSA-375144;R-HSA-3928651;R-HSA-392053;R-HSA-375157;R-HSA-8985594;R-HSA-3928648;R-HSA-392054;R-HSA-3928654;R-HSA-392051;R-HSA-375155;R-HSA-375154;R-HSA-3928642;R-HSA-3928641;R-HSA-3928640;R-HSA-375161;R-HSA-375160;R-HSA-8985591;R-HSA-3928645;R-HSA-3928644;R-HSA-443782;R-HSA-443780;R-HSA-374669;R-HSA-445069;R-HSA-9010951;R-HSA-443784;R-HSA-9014812;R-HSA-445087;R-HSA-445084;R-HSA-374686;R-HSA-374681;R-HSA-445083;R-HSA-9011241;R-HSA-4093339;R-HSA-445088;R-HSA-4093336;R-HSA-374701;R-HSA-4093332;R-HSA-4093330;R-HSA-4093331;R-HSA-4093329;R-HSA-4093327;R-HSA-391868;R-HSA-391871;R-HSA-9014834;R-HSA-391865;R-HSA-9010231;R-HSA-391867;R-HSA-391866;R-HSA-391872;R-HSA-373716;R-HSA-373715;R-HSA-428510;R-HSA-428511;R-HSA-419033;R-HSA-373733;R-HSA-428515;R-HSA-428522;R-HSA-428534;R-HSA-428535;R-HSA-428533;R-HSA-428531;R-HSA-428536"
R-HSA-9675108,"Nervous system development",17,620,0.042635125842387565,0.37585515848199813,0.7409241865881331,145,324,0.023971589227582125,1.0,9606,Homo sapiens,"P08648;P05556;Q12860;Q13740;O75326;P54760;Q14118;P12931;Q9Y6N7;O00533;P14780;P08581;P13591;P08253;O14786;P00533","","R-HSA-525833;R-HSA-9011083;R-HSA-3928633;R-HSA-3928632;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928624;R-HSA-3928631;R-HSA-3928628;R-HSA-3928617;R-HSA-3928623;R-HSA-3928610;R-HSA-8986258;R-HSA-3928615;R-HSA-3928614;R-HSA-3928612;R-HSA-3928602;R-HSA-3928601;R-HSA-3928600;R-HSA-400677;R-HSA-3928607;R-HSA-418850;R-HSA-416546;R-HSA-3928604;R-HSA-434990;R-HSA-3928595;R-HSA-3928594;R-HSA-416559;R-HSA-434989;R-HSA-3928592;R-HSA-418858;R-HSA-400682;R-HSA-3928598;R-HSA-418859;R-HSA-3928597;R-HSA-418856;R-HSA-422454;R-HSA-9010872;R-HSA-418868;R-HSA-3928584;R-HSA-3928591;R-HSA-416562;R-HSA-3928588;R-HSA-418865;R-HSA-399934;R-HSA-419646;R-HSA-3928578;R-HSA-399935;R-HSA-399933;R-HSA-447034;R-HSA-3928583;R-HSA-399930;R-HSA-418874;R-HSA-399931;R-HSA-399928;R-HSA-3928580;R-HSA-399942;R-HSA-9619666;R-HSA-399941;R-HSA-8855747;R-HSA-399939;R-HSA-9619668;R-HSA-376141;R-HSA-376140;R-HSA-399951;R-HSA-399946;R-HSA-399947;R-HSA-8985799;R-HSA-399944;R-HSA-204364;R-HSA-428885;R-HSA-376145;R-HSA-428883;R-HSA-399952;R-HSA-8985812;R-HSA-428888;R-HSA-375149;R-HSA-375148;R-HSA-8986083;R-HSA-3928657;R-HSA-375151;R-HSA-3928656;R-HSA-375144;R-HSA-3928651;R-HSA-392053;R-HSA-375157;R-HSA-8985594;R-HSA-3928648;R-HSA-392054;R-HSA-3928654;R-HSA-392051;R-HSA-375155;R-HSA-375154;R-HSA-3928642;R-HSA-3928641;R-HSA-3928640;R-HSA-375161;R-HSA-375160;R-HSA-8985591;R-HSA-3928645;R-HSA-3928644;R-HSA-443782;R-HSA-443780;R-HSA-374669;R-HSA-445069;R-HSA-9010951;R-HSA-443784;R-HSA-9014812;R-HSA-445087;R-HSA-445084;R-HSA-374686;R-HSA-374681;R-HSA-445083;R-HSA-9011241;R-HSA-4093339;R-HSA-445088;R-HSA-4093336;R-HSA-374701;R-HSA-4093332;R-HSA-4093330;R-HSA-4093331;R-HSA-4093329;R-HSA-4093327;R-HSA-391868;R-HSA-391871;R-HSA-9014834;R-HSA-391865;R-HSA-9010231;R-HSA-391867;R-HSA-391866;R-HSA-391872;R-HSA-373716;R-HSA-373715;R-HSA-428510;R-HSA-428511;R-HSA-419033;R-HSA-373733;R-HSA-428515;R-HSA-428522;R-HSA-428534;R-HSA-428535;R-HSA-428533;R-HSA-428531;R-HSA-428536"
R-HSA-199992,"trans-Golgi Network Vesicle Budding",7,80,0.0055013065603080735,0.3779010809151444,0.7433164432978502,14,19,0.0014057413435927789,-1.0,9606,Homo sapiens,"P11717;Q8NBS9;Q99523;O00161;Q9UBR2;P02786;P05067","","R-HSA-376357;R-HSA-421831;R-HSA-5229132;R-HSA-432706;R-HSA-432707;R-HSA-376364;R-HSA-421836;R-HSA-421835;R-HSA-432712;R-HSA-421833;R-HSA-429815;R-HSA-376369;R-HSA-432688;R-HSA-5229111"
R-HSA-8963901,"Chylomicron remodeling",1,17,0.0011690276440654655,0.38029538054033507,0.7442492261846424,1,3,2.219591595146493E-4,1.0,9606,Homo sapiens,"P06858","","R-HSA-174757"
R-HSA-3000170,"Syndecan interactions",4,29,0.0019942236281116766,0.38053712460888045,0.7442492261846424,9,15,0.0011097957975732466,1.0,9606,Homo sapiens,"P02452;P05556;P24821;P31431","","R-HSA-2750187;R-HSA-2731147;R-HSA-2684507;R-HSA-2731149;R-HSA-2681694;R-HSA-2731075;R-HSA-2731122;R-HSA-2731074;R-HSA-2731078"
R-HSA-166662,"Lectin pathway of complement activation",2,15,0.0010314949800577637,0.38139811800992807,0.7442492261846424,3,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"P11226;Q15485","","R-HSA-166721;R-HSA-166726;R-HSA-2855054"
R-HSA-5684996,"MAPK1/MAPK3 signaling",20,329,0.022624123229266952,0.38175197037237063,0.7442492261846424,13,82,0.006066883693400415,-1.0,9606,Homo sapiens,"Q9GZV9;P09619;P30086;P10721;P12931;Q99075;P08581;P13591;Q02763;P04085;P01589;P01127;P21583;P00533;P05231;Q15389;P04275;P08887","","R-HSA-109857;R-HSA-5672980;R-HSA-109858;R-HSA-5672978;R-HSA-9657599;R-HSA-5675417;R-HSA-9657603;R-HSA-5672965;R-HSA-9657606;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-5672969"
R-HSA-8874081,"MET activates PTK2 signaling",5,32,0.002200522624123229,0.38314555555437013,0.7442492261846424,5,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P02452;P05556;P08581;P12931;Q16363","","R-HSA-8874083;R-HSA-8874082;R-HSA-8874080;R-HSA-8874079;R-HSA-8874078"
R-HSA-202424,"Downstream TCR signaling",2,124,0.008527025168477514,0.38337586119253697,0.7442492261846424,4,24,0.0017756732761171944,-1.0,9606,Homo sapiens,"Q9Y6K9;P01730","","R-HSA-202307;R-HSA-202534;R-HSA-202500;R-HSA-202541"
R-HSA-202403,"TCR signaling",4,147,0.010108650804566084,0.38615735569639387,0.7480228169997392,22,52,0.0038472920982539215,-1.0,9606,Homo sapiens,"Q9Y6K9;Q9NWQ8;O75791;P01730","","R-HSA-202307;R-HSA-202241;R-HSA-202375;R-HSA-202214;R-HSA-202534;R-HSA-202245;R-HSA-202500;R-HSA-202248;R-HSA-202216;R-HSA-202344;R-HSA-202541;R-HSA-8852200;R-HSA-202291;R-HSA-8855381;R-HSA-202165;R-HSA-202325;R-HSA-202331;R-HSA-202233;R-HSA-202168;R-HSA-213407;R-HSA-202174;R-HSA-203774"
R-HSA-447041,"CHL1 interactions",3,10,6.876633200385092E-4,0.39128150648737203,0.7530396010668797,5,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P05556;O14786;O00533","","R-HSA-443782;R-HSA-445088;R-HSA-445087;R-HSA-447034;R-HSA-445083"
R-HSA-9035034,"RHOF GTPase cycle",1,46,0.003163251272177142,0.39180798686047,0.7530396010668797,1,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"O00161","","R-HSA-9693125"
R-HSA-1445148,"Translocation of SLC2A4 (GLUT4) to the plasma membrane",1,79,0.005432540228304222,0.39180798686047,0.7530396010668797,1,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"O00161","","R-HSA-1449574"
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",2,43,0.002956952276165589,0.39296355442011865,0.7530396010668797,2,20,0.001479727730097662,-1.0,9606,Homo sapiens,"P08709;P05121","","R-HSA-549428;R-HSA-549364"
