Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_ms_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5663205,"Infectious disease",82,1348,0.09269701554119103,0.44465208693352376,0.7994087210034865,166,752,0.05563776265167209,1.0,9606,Homo sapiens,"P06733;P07900;P0DMV8;Q16706;P10599;P14314;P35579;O43516;P62993;P01834;O15511;Q8WUM4;P55072;P22897;Q92804;Q14697;P13639;P06748;P60709;P62805;Q9HAV0;P46782;P23083;P36578;Q99436;P84098;P01700;P61158;P49721;P01742;P60900;P05023;P01861;P01860;P01024;P27797;P46779;P05026;P01780;O15144;P28066;O15145;P62937;O15143;P28065;P12830;P52735;P61160;Q9H4B7;P01859;P01857;P63220;P25789;Q9UQB8;P25788;P61247;P02788;P01137;P61769;P62851;P25787;P60953;P25786;P05556;Q16777;Q5QNW6;P28072;P35222;P0DOY2;A0M8Q6;P31146;P28070;P15880;Q02543;P00558;P01768;P62987;P08311;P06331;Q86VB7;P08238;P62942","","R-HSA-9660819;R-HSA-184323;R-HSA-8951690;R-HSA-180736;R-HSA-9611158;R-HSA-9664406;R-HSA-182279;R-HSA-9666458;R-HSA-182795;R-HSA-9660824;R-HSA-5210947;R-HSA-182286;R-HSA-9660828;R-HSA-9694364;R-HSA-9666435;R-HSA-9666433;R-HSA-8876948;R-HSA-9611147;R-HSA-9664397;R-HSA-9613490;R-HSA-9613498;R-HSA-167474;R-HSA-2130194;R-HSA-5336421;R-HSA-173111;R-HSA-5336420;R-HSA-167477;R-HSA-9686699;R-HSA-173115;R-HSA-192830;R-HSA-180540;R-HSA-167484;R-HSA-8876993;R-HSA-9614810;R-HSA-173642;R-HSA-844612;R-HSA-9614811;R-HSA-182859;R-HSA-3149434;R-HSA-192841;R-HSA-9609689;R-HSA-8877003;R-HSA-9683679;R-HSA-844610;R-HSA-9663426;R-HSA-8876246;R-HSA-9694656;R-HSA-8876497;R-HSA-9679044;R-HSA-8876240;R-HSA-8876255;R-HSA-9683663;R-HSA-182876;R-HSA-180573;R-HSA-8876262;R-HSA-8876258;R-HSA-9665525;R-HSA-9665524;R-HSA-874087;R-HSA-5210943;R-HSA-9614816;R-HSA-9694689;R-HSA-8951549;R-HSA-9637605;R-HSA-180597;R-HSA-180603;R-HSA-9664275;R-HSA-9664273;R-HSA-2029469;R-HSA-2029466;R-HSA-9664278;R-HSA-2029465;R-HSA-9697051;R-HSA-8951552;R-HSA-3159227;R-HSA-9614367;R-HSA-9664285;R-HSA-9637635;R-HSA-164503;R-HSA-9686790;R-HSA-9614343;R-HSA-9664261;R-HSA-164500;R-HSA-180634;R-HSA-9670155;R-HSA-164507;R-HSA-164504;R-HSA-180632;R-HSA-2197691;R-HSA-164505;R-HSA-2197690;R-HSA-2029445;R-HSA-9664271;R-HSA-164510;R-HSA-9664270;R-HSA-164508;R-HSA-9664268;R-HSA-164509;R-HSA-448678;R-HSA-164515;R-HSA-9636658;R-HSA-164512;R-HSA-164513;R-HSA-168865;R-HSA-164519;R-HSA-9623096;R-HSA-164520;R-HSA-164521;R-HSA-164527;R-HSA-9662781;R-HSA-164524;R-HSA-9636669;R-HSA-164528;R-HSA-167097;R-HSA-3149454;R-HSA-2029473;R-HSA-9636396;R-HSA-192704;R-HSA-9621073;R-HSA-169921;R-HSA-9636439;R-HSA-1861595;R-HSA-173771;R-HSA-173769;R-HSA-167113;R-HSA-434637;R-HSA-1250264;R-HSA-167118;R-HSA-112333;R-HSA-9690461;R-HSA-184269;R-HSA-9694529;R-HSA-873951;R-HSA-167121;R-HSA-167130;R-HSA-167134;R-HSA-442586;R-HSA-9678925;R-HSA-1250253;R-HSA-444647;R-HSA-182243;R-HSA-9610867;R-HSA-167136;R-HSA-9698928;R-HSA-1222641;R-HSA-2197698;R-HSA-180710;R-HSA-9662837;R-HSA-442592;R-HSA-192746;R-HSA-9666426;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-9679740;R-HSA-1306876;R-HSA-3159232;R-HSA-9635424;R-HSA-182263;R-HSA-9684068;R-HSA-180725;R-HSA-180728;R-HSA-1250280;R-HSA-3139027;R-HSA-9636461;R-HSA-180732"
R-HSA-199992,"trans-Golgi Network Vesicle Budding",6,80,0.0055013065603080735,0.44501968044234785,0.7994087210034865,9,19,0.0014057413435927789,-1.0,9606,Homo sapiens,"P11717;P11142;O43493;Q9UBR2;P02786;P54920","","R-HSA-421831;R-HSA-429815;R-HSA-432706;R-HSA-432707;R-HSA-432688;R-HSA-421836;R-HSA-421835;R-HSA-432712;R-HSA-421833"
R-HSA-2025928,"Calcineurin activates NFAT",2,12,8.25195984046211E-4,0.4465082095975632,0.801036892315837,2,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"P62937;P62942","","R-HSA-2025882;R-HSA-9690461"
R-HSA-389960,"Formation of tubulin folding intermediates by CCT/TriC",3,30,0.0020629899601155273,0.4485607445066667,0.8036713339077779,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P50991;Q9H4B7;P49368","","R-HSA-389954;R-HSA-389961"
R-HSA-9013420,"RHOU GTPase cycle",3,44,0.0030257186081694403,0.449443159377243,0.8042051850495271,1,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P62993;Q14289;P60953","","R-HSA-9018766"
R-HSA-2151201,"Transcriptional activation of mitochondrial biogenesis",2,88,0.006051437216338881,0.4517040361046524,0.8051468118650233,1,32,0.0023675643681562593,1.0,9606,Homo sapiens,"P04179;P48735","","R-HSA-5688289"
R-HSA-203615,"eNOS activation",3,37,0.002544354284142484,0.45172481014520205,0.8051468118650233,10,20,0.001479727730097662,1.0,9606,Homo sapiens,"P07900;O95865;O75608","","R-HSA-202129;R-HSA-1497796;R-HSA-202144;R-HSA-1497810;R-HSA-202137;R-HSA-5693373;R-HSA-202111;R-HSA-202127;R-HSA-203613;R-HSA-1497784"
R-HSA-202131,"Metabolism of nitric oxide: NOS3 activation and regulation",3,41,0.0028194196121578874,0.45172481014520205,0.8051468118650233,10,26,0.0019236460491269607,1.0,9606,Homo sapiens,"P07900;O95865;O75608","","R-HSA-202129;R-HSA-1497796;R-HSA-202144;R-HSA-1497810;R-HSA-202137;R-HSA-5693373;R-HSA-202111;R-HSA-202127;R-HSA-203613;R-HSA-1497784"
R-HSA-205025,"NADE modulates death signalling",1,6,4.125979920231055E-4,0.4546158516848138,0.8092515031284653,1,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"P62258","","R-HSA-204981"
R-HSA-606279,"Deposition of new CENPA-containing nucleosomes at the centromere",3,54,0.0037133819282079493,0.4561935631407602,0.8099643133957241,3,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P06748;P62805;Q16777","","R-HSA-606287;R-HSA-606289;R-HSA-606326"
R-HSA-774815,"Nucleosome assembly",3,54,0.0037133819282079493,0.4561935631407602,0.8099643133957241,3,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P06748;P62805;Q16777","","R-HSA-606287;R-HSA-606289;R-HSA-606326"
R-HSA-75892,"Platelet Adhesion to exposed collagen",6,16,0.0011002613120616146,0.4596148928014846,0.8149872325964469,4,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"P02452;P05556;P07359;P17301;P08123;P04275","","R-HSA-114577;R-HSA-114563;R-HSA-114671;R-HSA-114670"
R-HSA-9604323,"Negative regulation of NOTCH4 signaling",13,57,0.003919680924219502,0.461404420194207,0.8162270687395491,3,6,4.439183190292986E-4,1.0,9606,Homo sapiens,"P28066;P28065;P28072;P28070;Q99436;P62987;P25789;P25788;P49721;P60900;P63104;P25787;P25786","","R-HSA-9604642;R-HSA-9604387;R-HSA-9604629"
R-HSA-1280215,"Cytokine Signaling in Immune system",65,1092,0.0750928345482052,0.4634774162288291,0.8162270687395491,106,708,0.05238236164545724,-1.0,9606,Homo sapiens,"Q9H0E2;P23471;P07900;P37837;P13501;P38646;P62993;P13591;P04083;P08123;P61224;P07355;P07237;Q12913;P13796;P78417;Q99436;P22626;P11142;Q9NPH3;P08253;P49721;P16070;P60900;P01861;P02751;P04179;P21333;Q99439;P28066;P62937;P28065;P14780;P23528;P01857;P25789;P25788;P00488;P01137;P26038;P61769;P63104;P25787;P60953;P00441;P25786;P05556;P80511;Q16658;P14625;P19320;P28072;P28070;P11233;P20700;P00915;P52907;P08670;Q99650;P01889;P62987;P08311;P05362;Q14289","","R-HSA-6785895;R-HSA-8983425;R-HSA-8983424;R-HSA-914182;R-HSA-8981657;R-HSA-9604738;R-HSA-8950681;R-HSA-8950426;R-HSA-9606784;R-HSA-9607301;R-HSA-8950175;R-HSA-9607304;R-HSA-913424;R-HSA-879917;R-HSA-508451;R-HSA-450337;R-HSA-6783552;R-HSA-1031716;R-HSA-450346;R-HSA-8950183;R-HSA-5668454;R-HSA-8950456;R-HSA-8937656;R-HSA-8848314;R-HSA-445752;R-HSA-8950218;R-HSA-6783524;R-HSA-5684250;R-HSA-9606622;R-HSA-508247;R-HSA-450133;R-HSA-8950480;R-HSA-8950225;R-HSA-451418;R-HSA-448603;R-HSA-5607731;R-HSA-508513;R-HSA-5684273;R-HSA-5668414;R-HSA-914022;R-HSA-9606624;R-HSA-5607725;R-HSA-912757;R-HSA-8950771;R-HSA-912527;R-HSA-9617941;R-HSA-446862;R-HSA-6789615;R-HSA-1169307;R-HSA-8950533;R-HSA-446868;R-HSA-448660;R-HSA-1015702;R-HSA-446877;R-HSA-8950292;R-HSA-6793978;R-HSA-6788346;R-HSA-9705738;R-HSA-448678;R-HSA-8950314;R-HSA-209063;R-HSA-209061;R-HSA-8948015;R-HSA-446894;R-HSA-9607224;R-HSA-8985123;R-HSA-6784204;R-HSA-9674808;R-HSA-446634;R-HSA-8950328;R-HSA-6797269;R-HSA-8950581;R-HSA-446648;R-HSA-9645137;R-HSA-6784160;R-HSA-8983384;R-HSA-9674816;R-HSA-9645126;R-HSA-5668481;R-HSA-8948063;R-HSA-8950623;R-HSA-8950367;R-HSA-446684;R-HSA-9645134;R-HSA-446694;R-HSA-5668534;R-HSA-6790022;R-HSA-446692;R-HSA-8950634;R-HSA-168166;R-HSA-8950637;R-HSA-9706354;R-HSA-8950113;R-HSA-9698170;R-HSA-446701;R-HSA-8983394;R-HSA-6790038;R-HSA-453111;R-HSA-453104;R-HSA-912629;R-HSA-168184;R-HSA-9698408;R-HSA-8950389;R-HSA-5668520;R-HSA-912627;R-HSA-6790041"
R-HSA-9664422,"FCGR3A-mediated phagocytosis",26,157,0.010796314124604594,0.46405605564572017,0.8162270687395491,26,27,0.0019976324356318436,1.0,9606,Homo sapiens,"P01780;O15144;O15145;O15143;P52735;P35579;O43516;P62993;P61160;P01859;P01857;P01834;O15511;Q9UQB8;P60953;P60709;P23083;P0DOY2;A0M8Q6;P01768;P01700;P61158;P06331;P01742;P01861;P01860","","R-HSA-9664275;R-HSA-9664273;R-HSA-2029469;R-HSA-2029466;R-HSA-9664406;R-HSA-2029465;R-HSA-1861595;R-HSA-9666458;R-HSA-434637;R-HSA-9666435;R-HSA-9666433;R-HSA-9664261;R-HSA-9670155;R-HSA-2197691;R-HSA-2197690;R-HSA-2029445;R-HSA-442586;R-HSA-9664397;R-HSA-2197698;R-HSA-442592;R-HSA-9666426;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-2130194;R-HSA-2029473"
R-HSA-9664417,"Leishmania phagocytosis",26,157,0.010796314124604594,0.46405605564572017,0.8162270687395491,26,27,0.0019976324356318436,1.0,9606,Homo sapiens,"P01780;O15144;O15145;O15143;P52735;P35579;O43516;P62993;P61160;P01859;P01857;P01834;O15511;Q9UQB8;P60953;P60709;P23083;P0DOY2;A0M8Q6;P01768;P01700;P61158;P06331;P01742;P01861;P01860","","R-HSA-9664275;R-HSA-9664273;R-HSA-2029469;R-HSA-2029466;R-HSA-9664406;R-HSA-2029465;R-HSA-1861595;R-HSA-9666458;R-HSA-434637;R-HSA-9666435;R-HSA-9666433;R-HSA-9664261;R-HSA-9670155;R-HSA-2197691;R-HSA-2197690;R-HSA-2029445;R-HSA-442586;R-HSA-9664397;R-HSA-2197698;R-HSA-442592;R-HSA-9666426;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-2130194;R-HSA-2029473"
R-HSA-9664407,"Parasite infection",26,157,0.010796314124604594,0.46405605564572017,0.8162270687395491,26,27,0.0019976324356318436,1.0,9606,Homo sapiens,"P01780;O15144;O15145;O15143;P52735;P35579;O43516;P62993;P61160;P01859;P01857;P01834;O15511;Q9UQB8;P60953;P60709;P23083;P0DOY2;A0M8Q6;P01768;P01700;P61158;P06331;P01742;P01861;P01860","","R-HSA-9664275;R-HSA-9664273;R-HSA-2029469;R-HSA-2029466;R-HSA-9664406;R-HSA-2029465;R-HSA-1861595;R-HSA-9666458;R-HSA-434637;R-HSA-9666435;R-HSA-9666433;R-HSA-9664261;R-HSA-9670155;R-HSA-2197691;R-HSA-2197690;R-HSA-2029445;R-HSA-442586;R-HSA-9664397;R-HSA-2197698;R-HSA-442592;R-HSA-9666426;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-2130194;R-HSA-2029473"
R-HSA-2173793,"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",2,55,0.0037821482602118004,0.4650596089329989,0.8162270687395491,12,38,0.0028114826871855577,1.0,9606,Homo sapiens,"P62987;P05121","","R-HSA-870477;R-HSA-2186785;R-HSA-870479;R-HSA-2176503;R-HSA-2176502;R-HSA-870437;R-HSA-2186747;R-HSA-2106586;R-HSA-870449;R-HSA-2179276;R-HSA-2186780;R-HSA-2186767"
R-HSA-2173796,"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",2,39,0.0026818869481501856,0.4650596089329989,0.8162270687395491,3,17,0.0012577685705830127,1.0,9606,Homo sapiens,"P62987;P05121","","R-HSA-2186785;R-HSA-2106586;R-HSA-2186780"
R-HSA-400253,"Circadian Clock",2,105,0.007220464860404346,0.4650596089329989,0.8162270687395491,3,59,0.004365196803788103,1.0,9606,Homo sapiens,"P62987;P05121","","R-HSA-400282;R-HSA-549364;R-HSA-400267"
R-HSA-8875555,"MET activates RAP1 and RAC1",2,13,8.939623160500619E-4,0.46665711570848956,0.8174534927834575,5,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"P62993;P61224","","R-HSA-8875591;R-HSA-8875558;R-HSA-8875540;R-HSA-8875568;R-HSA-8875576"
R-HSA-174403,"Glutathione synthesis and recycling",2,26,0.0017879246321001237,0.46694654456962037,0.8174534927834575,2,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"O75223;P48637","","R-HSA-1247922;R-HSA-174394"
R-HSA-419037,"NCAM1 interactions",7,44,0.0030257186081694403,0.4679050363842797,0.8180906354063138,10,10,7.39863865048831E-4,1.0,9606,Homo sapiens,"P02461;P12109;P13591;O14594;P20908;P02458;P12111","","R-HSA-375157;R-HSA-422454;R-HSA-525833;R-HSA-375155;R-HSA-375154;R-HSA-375149;R-HSA-375148;R-HSA-375151;R-HSA-375160;R-HSA-375144"
R-HSA-211000,"Gene Silencing by RNA",3,120,0.00825195984046211,0.4711467470697337,0.8227131014821746,2,40,0.002959455460195324,-1.0,9606,Homo sapiens,"P07900;P62805;Q16777","","R-HSA-5578742;R-HSA-5601883"
R-HSA-6803157,"Antimicrobial peptides",10,123,0.008458258836473663,0.47698774259259913,0.8311199252855263,15,58,0.00429121041728322,1.0,9606,Homo sapiens,"P04279;Q969E1;P05109;Q96PD5;P31151;P08311;P02788;P61626;P81605;P10909","","R-HSA-6803047;R-HSA-6803104;R-HSA-6798528;R-HSA-1222491;R-HSA-6799981;R-HSA-6798474;R-HSA-6799977;R-HSA-6802999;R-HSA-6803060;R-HSA-6810643;R-HSA-8862320;R-HSA-8862300;R-HSA-6813659;R-HSA-6813626;R-HSA-6798489"
R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",2,49,0.003369550268188695,0.47716914315084724,0.8311199252855263,2,34,0.0025155371411660255,1.0,9606,Homo sapiens,"P04040;P04179","","R-HSA-9622738;R-HSA-9617833"
R-HSA-8964616,"G beta:gamma signalling through CDC42",2,21,0.0014440929720808693,0.47902279664942315,0.8318043257923529,5,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"Q9HAV0;P60953","","R-HSA-8964634;R-HSA-8964604;R-HSA-8964605;R-HSA-8964614;R-HSA-8964599"
R-HSA-397795,"G-protein beta:gamma signalling",2,39,0.0026818869481501856,0.47902279664942315,0.8318043257923529,12,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"Q9HAV0;P60953","","R-HSA-8964634;R-HSA-392295;R-HSA-8964604;R-HSA-8964605;R-HSA-8964317;R-HSA-8964271;R-HSA-398193;R-HSA-392300;R-HSA-8964241;R-HSA-8964614;R-HSA-398040;R-HSA-8964599"
R-HSA-8874081,"MET activates PTK2 signaling",13,32,0.002200522624123229,0.4793756034544592,0.8318043257923529,1,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P02452;P24043;P05556;P07942;P02461;P20908;P12107;P13942;P11047;P17301;P08123;P02458;P02751","","R-HSA-8874079"
R-HSA-5579006,"Defective GSS causes GSS deficiency",1,5,3.438316600192546E-4,0.4812377300330275,0.8325448226908418,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"P48637","","R-HSA-5602901"
R-HSA-6807004,"Negative regulation of MET activity",3,25,0.0017191583000962728,0.48274683512096184,0.8325448226908418,8,10,7.39863865048831E-4,1.0,9606,Homo sapiens,"P62993;P62987;Q12913","","R-HSA-8875431;R-HSA-8875443;R-HSA-8875490;R-HSA-6807008;R-HSA-8875183;R-HSA-8874685;R-HSA-8875451;R-HSA-8875482"
R-HSA-9607240,"FLT3 Signaling",3,48,0.003300783936184844,0.48274683512096184,0.8325448226908418,13,43,0.0031814146197099735,1.0,9606,Homo sapiens,"P62993;P62987;Q12913","","R-HSA-9645137;R-HSA-9706354;R-HSA-9698170;R-HSA-9607224;R-HSA-9606622;R-HSA-9604738;R-HSA-9606784;R-HSA-9606624;R-HSA-9645126;R-HSA-9607301;R-HSA-9607304;R-HSA-9698408;R-HSA-9645134"
R-HSA-170834,"Signaling by TGF-beta Receptor Complex",5,85,0.005845138220327328,0.4831832869227376,0.8325448226908418,41,82,0.006066883693400415,-1.0,9606,Homo sapiens,"Q9Y624;P62987;P01137;P05121;P62942","","R-HSA-870477;R-HSA-2186785;R-HSA-178178;R-HSA-870479;R-HSA-2128994;R-HSA-2160931;R-HSA-2160932;R-HSA-2160935;R-HSA-2187368;R-HSA-2134506;R-HSA-173512;R-HSA-178189;R-HSA-177107;R-HSA-170835;R-HSA-2176503;R-HSA-2176502;R-HSA-2187382;R-HSA-2134519;R-HSA-170843;R-HSA-2186747;R-HSA-170846;R-HSA-170844;R-HSA-170850;R-HSA-173542;R-HSA-2134532;R-HSA-2176452;R-HSA-870437;R-HSA-178218;R-HSA-173483;R-HSA-2127562;R-HSA-2179276;R-HSA-2186767;R-HSA-170861;R-HSA-170868;R-HSA-2169046;R-HSA-2179291;R-HSA-2106586;R-HSA-2169050;R-HSA-870449;R-HSA-2179293;R-HSA-2186780"
R-HSA-9035034,"RHOF GTPase cycle",8,46,0.003163251272177142,0.48417318031622125,0.8325448226908418,1,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"Q658P3;O60610;P20700;P60709;P12814;P43121;P80723;P47756","","R-HSA-9693125"
R-HSA-74160,"Gene expression (Transcription)",46,1855,0.12756154586714344,0.484220216587282,0.8325448226908418,144,1000,0.0739863865048831,-1.0,9606,Homo sapiens,"P02452;Q658P3;P08514;P07900;P00390;P28066;P28065;P10599;P10451;P61981;P02649;P25789;P04040;P25788;P01137;P63104;P62258;P07996;P25787;P25786;Q04917;P06744;Q9UM47;P07359;Q92804;P23560;P32119;P31946;P06748;P60709;P62805;Q16777;Q06830;P10721;P11413;P35222;P28072;P28070;Q99436;P17936;P62987;P49721;P05121;P60900;P10809;P04179","","R-HSA-8936584;R-HSA-5334097;R-HSA-2186785;R-HSA-8937097;R-HSA-427527;R-HSA-5334099;R-HSA-71682;R-HSA-8951428;R-HSA-433672;R-HSA-427528;R-HSA-5601883;R-HSA-8937113;R-HSA-9009308;R-HSA-8937118;R-HSA-8951966;R-HSA-8951442;R-HSA-8951443;R-HSA-8936599;R-HSA-212252;R-HSA-8936616;R-HSA-8869543;R-HSA-8869542;R-HSA-5689972;R-HSA-212263;R-HSA-9613494;R-HSA-8936621;R-HSA-8936608;R-HSA-870437;R-HSA-5250938;R-HSA-8869549;R-HSA-9613497;R-HSA-3341343;R-HSA-212269;R-HSA-2186767;R-HSA-8869558;R-HSA-8939706;R-HSA-8869566;R-HSA-9617833;R-HSA-8936628;R-HSA-870449;R-HSA-2186780;R-HSA-8864698;R-HSA-8869560;R-HSA-870477;R-HSA-9622738;R-HSA-870479;R-HSA-6798373;R-HSA-8853956;R-HSA-109637;R-HSA-9008076;R-HSA-109636;R-HSA-109639;R-HSA-109638;R-HSA-6801184;R-HSA-8869568;R-HSA-8853965;R-HSA-70475;R-HSA-75850;R-HSA-6801195;R-HSA-427336;R-HSA-427337;R-HSA-75856;R-HSA-8869590;R-HSA-8865491;R-HSA-75861;R-HSA-75095;R-HSA-75862;R-HSA-75864;R-HSA-9009362;R-HSA-75866;R-HSA-75869;R-HSA-8865498;R-HSA-75873;R-HSA-8865505;R-HSA-9008110;R-HSA-6801675;R-HSA-9614562;R-HSA-427383;R-HSA-9009403;R-HSA-9614564;R-HSA-6804253;R-HSA-8956684;R-HSA-212356;R-HSA-5632732;R-HSA-3215295;R-HSA-8939801;R-HSA-6804724;R-HSA-8936989;R-HSA-8936979;R-HSA-4411357;R-HSA-8878117;R-HSA-5578742;R-HSA-9006122;R-HSA-4411367;R-HSA-8985644;R-HSA-8936481;R-HSA-6804942;R-HSA-8936995;R-HSA-75949;R-HSA-5227490;R-HSA-73646;R-HSA-8937016;R-HSA-8935740;R-HSA-8937022;R-HSA-8952382;R-HSA-5632738;R-HSA-8935730;R-HSA-8935731;R-HSA-6804441;R-HSA-5334160;R-HSA-6800035;R-HSA-8937037;R-HSA-5334164;R-HSA-9614423;R-HSA-5631903;R-HSA-6800044;R-HSA-8952408;R-HSA-9008475;R-HSA-8937050;R-HSA-5250947;R-HSA-9617735;R-HSA-5334151;R-HSA-2176503;R-HSA-9008479;R-HSA-2176502;R-HSA-5631885;R-HSA-8957265;R-HSA-5334152;R-HSA-2186747;R-HSA-73946;R-HSA-8937814;R-HSA-6804879;R-HSA-70377;R-HSA-74986;R-HSA-8952419;R-HSA-2179276;R-HSA-6805399;R-HSA-5334179;R-HSA-8952442;R-HSA-73718;R-HSA-2106586;R-HSA-427514;R-HSA-212222;R-HSA-3215310"
R-HSA-416700,"Other semaphorin interactions",2,19,0.0013065603080731675,0.48470783690067665,0.8325448226908418,2,9,6.658774785439479E-4,-1.0,9606,Homo sapiens,"P05556;O75326","","R-HSA-434990;R-HSA-434989"
R-HSA-1989781,"PPARA activates gene expression",4,175,0.01203410810067391,0.48524778182998196,0.8325448226908418,4,41,0.0030334418467002073,-1.0,9606,Homo sapiens,"P48163;P01019;P02647;P02652","","R-HSA-1989774;R-HSA-1989756;R-HSA-1989754;R-HSA-1989776"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",4,177,0.012171640764681612,0.48524778182998196,0.8325448226908418,4,44,0.0032554010062148565,-1.0,9606,Homo sapiens,"P48163;P01019;P02647;P02652","","R-HSA-1989774;R-HSA-1989756;R-HSA-1989754;R-HSA-1989776"
R-HSA-3214815,"HDACs deacetylate histones",3,63,0.004332278916242608,0.48876482769831775,0.8358361301696757,4,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P62805;Q16777;Q5QNW6","","R-HSA-3777129;R-HSA-3782637;R-HSA-3782655;R-HSA-3769447"
R-HSA-9610379,"HCMV Late Events",3,175,0.01203410810067391,0.48876482769831775,0.8358361301696757,1,19,0.0014057413435927789,1.0,9606,Homo sapiens,"P62805;Q16777;Q5QNW6","","R-HSA-9698928"
R-HSA-6788467,"IL-6-type cytokine receptor ligand interactions",1,17,0.0011690276440654655,0.4897998596263875,0.8358361301696757,4,14,0.0010358094110683633,1.0,9606,Homo sapiens,"Q99650","","R-HSA-448660;R-HSA-6783524;R-HSA-6783552;R-HSA-6784204"
R-HSA-6783589,"Interleukin-6 family signaling",1,30,0.0020629899601155273,0.4897998596263875,0.8358361301696757,4,34,0.0025155371411660255,1.0,9606,Homo sapiens,"Q99650","","R-HSA-448660;R-HSA-6783524;R-HSA-6783552;R-HSA-6784204"
R-HSA-8876198,"RAB GEFs exchange GTP for GDP on RABs",5,94,0.006464035208361986,0.4907792905100543,0.8358361301696757,5,21,0.0015537141166025452,-1.0,9606,Homo sapiens,"Q15286;P61026;P62258;P62820;P61106","","R-HSA-8877475;R-HSA-8933452;R-HSA-8877612;R-HSA-8876188;R-HSA-8876616"
R-HSA-175474,"Assembly Of The HIV Virion",2,27,0.0018566909641039746,0.4909086493153787,0.8358361301696757,4,16,0.0011837821840781297,1.0,9606,Homo sapiens,"P62937;P62987","","R-HSA-184323;R-HSA-3149434;R-HSA-3149454;R-HSA-184269"
R-HSA-3000480,"Scavenging by Class A Receptors",9,48,0.003300783936184844,0.491490040319176,0.8358361301696757,6,10,7.39863865048831E-4,-1.0,9606,Homo sapiens,"P02452;P04114;P02461;P48740;P02649;P14625;P08123;P02647;P27797","","R-HSA-3221843;R-HSA-2173778;R-HSA-2507854;R-HSA-2203480;R-HSA-2187261;R-HSA-2981040"
R-HSA-9694635,"Translation of Structural Proteins",4,73,0.0050199422362811165,0.49308051580855194,0.8358361301696757,4,44,0.0032554010062148565,1.0,9606,Homo sapiens,"Q14697;Q16706;P62987;P14314","","R-HSA-9694529;R-HSA-9694656;R-HSA-9686790;R-HSA-9694364"
R-HSA-1660499,"Synthesis of PIPs at the plasma membrane",1,69,0.004744876908265713,0.4966827936646777,0.8358361301696757,1,33,0.0024415507546611424,1.0,9606,Homo sapiens,"P61106","","R-HSA-8871366"
R-HSA-1483255,"PI Metabolism",1,112,0.007701829184431302,0.4966827936646777,0.8358361301696757,1,89,0.006584788398934596,1.0,9606,Homo sapiens,"P61106","","R-HSA-8871366"
R-HSA-5693565,"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",3,67,0.004607344244258012,0.49971526018995227,0.8358361301696757,30,39,0.002885469073690441,1.0,9606,Homo sapiens,"P62805;Q16695;P62987","","R-HSA-5682967;R-HSA-5683735;R-HSA-69891;R-HSA-5682965;R-HSA-5683986;R-HSA-5682588;R-HSA-5683930;R-HSA-5682586;R-HSA-5683801;R-HSA-5682629;R-HSA-5683077;R-HSA-5693583;R-HSA-5683405;R-HSA-9701000;R-HSA-5682992;R-HSA-5693566;R-HSA-5683967;R-HSA-5683964;R-HSA-5683384;R-HSA-5683385;R-HSA-5682598;R-HSA-5682983;R-HSA-5693602;R-HSA-5693536;R-HSA-5683425;R-HSA-5682607;R-HSA-5682863;R-HSA-5693551;R-HSA-5693549;R-HSA-5682858"
